MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
15,7,60,DQN_1200,17,94.38766028619216,117062.5,302,18.667904238345283
15,7,60,DQN_1200,18,94.5729375341468,118667.0,298,18.294040585276957
15,7,60,DQN_1200,19,92.80858676207512,117740.5,402,18.633964151617157
15,7,60,DQN_1200,20,93.81012888001452,117915.0,341,18.601710787207757
15,7,60,DQN_1200,21,93.31619537275064,118313.0,364,18.481274725552037
15,7,60,DQN_1200,22,95.2605774468858,117849.0,261,18.07928577727977
15,7,60,DQN_1200,23,94.88217967599412,118174.0,278,18.26824169239632
15,7,60,DQN_1200,24,94.54479109651524,117596.0,299,18.55524835481125
15,7,60,DQN_1200,25,94.39678773498814,118086.5,307,18.42677077049409
15,7,60,DQN_1200,26,94.40318782829198,119319.5,309,18.3733307586723
15,7,60,DQN_1200,27,95.91873106398148,117242.0,229,18.518197143503865
15,7,60,DQN_1200,28,94.4986200551978,117941.5,299,18.58226457411261
15,7,60,DQN_1200,29,93.8734455010973,118004.5,335,18.615358091908227
15,7,90,DQN_1200,0,87.28592702903947,126209.0,683,15.865434630447746
15,7,90,DQN_1200,1,87.63840987475041,128786.0,681,15.63325218376669
15,7,90,DQN_1200,2,88.30495928941525,127118.0,632,16.28635969081128
15,7,90,DQN_1200,3,86.32387073736832,127279.5,766,16.116328227262784
15,7,90,DQN_1200,4,85.37769784172662,126355.5,813,16.638958640567683
15,7,90,DQN_1200,5,85.6415848782261,125050.5,790,16.486231652964804
15,7,90,DQN_1200,6,86.38878642567317,125837.0,738,16.48486571140291
15,7,90,DQN_1200,7,85.0632911392405,126356.5,826,16.60177521800202
15,7,90,DQN_1200,8,86.42533936651584,126184.5,750,16.31245546093756
15,7,90,DQN_1200,9,87.85859707569868,126138.5,656,16.146418311648546
15,7,90,DQN_1200,10,84.95846876128567,126448.5,833,16.814568620568007
15,7,90,DQN_1200,11,86.65199853318664,125815.5,728,16.499733209107564
15,7,90,DQN_1200,12,87.36182756079587,126206.5,686,16.48532103783235
15,7,90,DQN_1200,13,87.06560118937,125012.5,696,16.45455822546434
15,7,90,DQN_1200,14,86.99068152749862,127263.0,712,16.026577663155955
15,7,90,DQN_1200,15,86.69004984308658,126467.0,721,16.47347846047481
15,7,90,DQN_1200,16,86.20753323485968,125649.5,747,16.36727401624083
15,7,90,DQN_1200,17,89.28904646389252,126099.0,574,15.689566821202154
15,7,90,DQN_1200,18,86.6568374493181,126153.0,724,16.765989157931024
15,7,90,DQN_1200,19,86.14938361131254,126620.5,764,16.47955264016187
15,7,90,DQN_1200,20,86.13861386138613,125905.0,770,16.2318073747551
15,7,90,DQN_1200,21,86.9979827617825,126764.5,709,16.638958640567683
15,7,90,DQN_1200,22,87.36335000926441,125660.0,682,16.190907732836838
15,7,90,DQN_1200,23,86.70145762101853,125418.5,739,16.257375113299478
15,7,90,DQN_1200,24,86.63357234785806,126113.0,727,15.988909022648617
15,7,90,DQN_1200,25,85.76937201615866,126640.5,775,16.519056097782006
15,7,90,DQN_1200,26,87.1252528968181,126205.0,700,15.861097194186009
15,7,90,DQN_1200,27,86.8788682581786,126478.5,742,16.55347816417919
15,7,90,DQN_1200,28,85.50698016164586,125873.0,789,16.457599087086347
15,7,90,DQN_1200,29,88.63087497677876,126503.5,612,16.03367944631634
15,14,60,DQN_1200,0,95.65298507462686,129134.5,233,11.140279888393438
15,14,60,DQN_1200,1,94.44039372949324,129934.0,305,10.75297384390808
15,14,60,DQN_1200,2,96.75050486506332,128580.5,177,8.149629646584767
15,14,60,DQN_1200,3,95.90917282393224,128680.5,227,9.117842246160604
15,14,60,DQN_1200,4,94.82229839437127,129151.0,287,8.369552864389425
15,14,60,DQN_1200,5,93.47035285558384,128184.5,359,12.21100531400907
15,14,60,DQN_1200,6,94.98076570800514,128812.5,274,11.66374875269138
15,14,60,DQN_1200,7,93.86869234943028,128826.0,339,13.210196395101311
15,14,60,DQN_1200,8,95.3765577027271,129649.0,256,8.865741007266761
15,14,60,DQN_1200,9,96.2894591102086,130198.5,201,9.428930750475716
